ring,tag1,tag2,model,var,avg1,avg2,diff,t,d,g,delta,p,fname1,fname2,combi
R3,P-DSH-F-Rlow-Leg30-JV21,P-DSH-F-Rlow,pmax,Vmax25,96.3313661752025,92.06392244,4.2674,152.4853,0.9055,0.9055,0.6403,0.0,EucFACER3_P-DSH-F-Rlow-Leg30-JV21.csv,EucFACER3_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg30-JV21_P-DSH-F-Rlow
R3,P-DSH-F-Rlow-Leg30-JV21,P-DSH-F-Rlow,pmax,WUE,5.56930857157339,5.826822779703432,-0.2575,-8.9813,-0.0571,-0.0571,-0.0564,0.0,EucFACER3_P-DSH-F-Rlow-Leg30-JV21.csv,EucFACER3_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg30-JV21_P-DSH-F-Rlow
R3,P-DSH-F-Rlow-Leg30-JV21,P-DSH-F-Rlow,pmax,gs,0.09276436935755422,0.09299987534005814,-0.0002,-0.532,-0.0032,-0.0032,-0.0032,0.5947,EucFACER3_P-DSH-F-Rlow-Leg30-JV21.csv,EucFACER3_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg30-JV21_P-DSH-F-Rlow
R3,P-DSH-F-Rlow-Leg30-JV21,P-DSH-F-Rlow,pmax,ksc,1.3485966744820317,1.3666344406768458,-0.018000000000000002,-173.5207,-1.0304,-1.0304,-0.8898,0.0,EucFACER3_P-DSH-F-Rlow-Leg30-JV21.csv,EucFACER3_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg30-JV21_P-DSH-F-Rlow
R3,P-DSH-F-Rlow-Leg30-JV21,P-DSH-F-Rlow,pmax,sw,0.180397120883674,0.1807391471118224,-0.0003,-1.1455,-0.0068,-0.0068,-0.0068,0.252,EucFACER3_P-DSH-F-Rlow-Leg30-JV21.csv,EucFACER3_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg30-JV21_P-DSH-F-Rlow
R3,P-DSH-F-Rlow-Leg30-JV28,P-DSH-F-Rlow,pmax,An,5.230451446715203,5.491779871851468,-0.2613,-13.1173,-0.0779,-0.0779,-0.0779,0.0,EucFACER3_P-DSH-F-Rlow-Leg30-JV28.csv,EucFACER3_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg30-JV28_P-DSH-F-Rlow
R3,P-DSH-F-Rlow-Leg30-JV28,P-DSH-F-Rlow,pmax,Ci,19.647235176622715,19.33579907875872,0.3114,4.574,0.0272,0.0272,0.0272,0.0,EucFACER3_P-DSH-F-Rlow-Leg30-JV28.csv,EucFACER3_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg30-JV28_P-DSH-F-Rlow
R3,P-DSH-F-Rlow-Leg30-JV28,P-DSH-F-Rlow,pmax,E,1.1292879893966783,1.123703389026666,0.0056,1.3305,0.0079,0.0079,0.0078,0.1833,EucFACER3_P-DSH-F-Rlow-Leg30-JV28.csv,EucFACER3_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg30-JV28_P-DSH-F-Rlow
R3,P-DSH-F-Rlow-Leg30-JV28,P-DSH-F-Rlow,pmax,Es,0.13731047026840895,0.1375846636155564,-0.0003,-0.1704,-0.001,-0.001,-0.001,0.8647,EucFACER3_P-DSH-F-Rlow-Leg30-JV28.csv,EucFACER3_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg30-JV28_P-DSH-F-Rlow
R3,P-DSH-F-Rlow-Leg30-JV28,P-DSH-F-Rlow,pmax,Jmax25,129.37661717534226,138.88161517423632,-9.505,-151.6411,-0.9005,-0.9005,-0.6367,0.0,EucFACER3_P-DSH-F-Rlow-Leg30-JV28.csv,EucFACER3_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg30-JV28_P-DSH-F-Rlow
R3,P-DSH-F-Rlow-Leg30-JV28,P-DSH-F-Rlow,pmax,Pleaf,-1.4343497699406431,-1.4089398304678442,-0.0254,-5.7452,-0.0341,-0.0341,-0.0338,0.0,EucFACER3_P-DSH-F-Rlow-Leg30-JV28.csv,EucFACER3_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg30-JV28_P-DSH-F-Rlow
R3,P-DSH-F-Rlow-Leg30-JV28,P-DSH-F-Rlow,pmax,Ps,-0.1204801633190666,-0.11099005336457987,-0.0095,-5.044,-0.03,-0.03,-0.0285,0.0,EucFACER3_P-DSH-F-Rlow-Leg30-JV28.csv,EucFACER3_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg30-JV28_P-DSH-F-Rlow
R3,P-DSH-F-Rlow-Leg30-JV28,P-DSH-F-Rlow,pmax,Tleaf,18.421190381926404,18.42153118651077,-0.0003,-0.0062,-0.0,-0.0,-0.0,0.995,EucFACER3_P-DSH-F-Rlow-Leg30-JV28.csv,EucFACER3_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg30-JV28_P-DSH-F-Rlow
R3,P-DSH-F-Rlow-Leg30-JV28,P-DSH-F-Rlow,pmax,Vmax25,96.26246454146282,92.06392244,4.1985,151.6411,0.9005,0.9005,0.6367,0.0,EucFACER3_P-DSH-F-Rlow-Leg30-JV28.csv,EucFACER3_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg30-JV28_P-DSH-F-Rlow
R3,P-DSH-F-Rlow-Leg30-JV28,P-DSH-F-Rlow,pmax,WUE,5.569554406980717,5.826822779703432,-0.2573,-8.9906,-0.0572,-0.0572,-0.0566,0.0,EucFACER3_P-DSH-F-Rlow-Leg30-JV28.csv,EucFACER3_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg30-JV28_P-DSH-F-Rlow
R3,P-DSH-F-Rlow-Leg30-JV28,P-DSH-F-Rlow,pmax,gs,0.09284734935430908,0.09299987534005814,-0.0002,-0.3441,-0.002,-0.002,-0.002,0.7307,EucFACER3_P-DSH-F-Rlow-Leg30-JV28.csv,EucFACER3_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg30-JV28_P-DSH-F-Rlow
R3,P-DSH-F-Rlow-Leg30-JV28,P-DSH-F-Rlow,pmax,ksc,1.348569631852733,1.3666344406768458,-0.0181,-168.3165,-0.9995,-0.9995,-0.8503,0.0,EucFACER3_P-DSH-F-Rlow-Leg30-JV28.csv,EucFACER3_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg30-JV28_P-DSH-F-Rlow
R3,P-DSH-F-Rlow-Leg30-JV28,P-DSH-F-Rlow,pmax,sw,0.1803782307523781,0.1807391471118224,-0.0004,-1.2084,-0.0072,-0.0072,-0.0071,0.2269,EucFACER3_P-DSH-F-Rlow-Leg30-JV28.csv,EucFACER3_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg30-JV28_P-DSH-F-Rlow
R3,P-DSH-F-Rlow-Leg30-JV35,P-DSH-F-Rlow,pmax,An,5.224866732557234,5.491779871851468,-0.2669,-13.4305,-0.0798,-0.0798,-0.08,0.0,EucFACER3_P-DSH-F-Rlow-Leg30-JV35.csv,EucFACER3_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg30-JV35_P-DSH-F-Rlow
R3,P-DSH-F-Rlow-Leg30-JV35,P-DSH-F-Rlow,pmax,Ci,19.65068727708216,19.33579907875872,0.3149,4.6222,0.0274,0.0274,0.0275,0.0,EucFACER3_P-DSH-F-Rlow-Leg30-JV35.csv,EucFACER3_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg30-JV35_P-DSH-F-Rlow
R3,P-DSH-F-Rlow-Leg30-JV35,P-DSH-F-Rlow,pmax,E,1.1289741405328872,1.1237033890266659,0.0053,1.2566,0.0075,0.0075,0.0074,0.2089,EucFACER3_P-DSH-F-Rlow-Leg30-JV35.csv,EucFACER3_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg30-JV35_P-DSH-F-Rlow
R3,P-DSH-F-Rlow-Leg30-JV35,P-DSH-F-Rlow,pmax,Es,0.13752107679509226,0.1375846636155564,-0.0001,-0.0395,-0.0002,-0.0002,-0.0002,0.9685,EucFACER3_P-DSH-F-Rlow-Leg30-JV35.csv,EucFACER3_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg30-JV35_P-DSH-F-Rlow
R3,P-DSH-F-Rlow-Leg30-JV35,P-DSH-F-Rlow,pmax,Jmax25,129.3213538879073,138.88161517423632,-9.5603,-154.2717,-0.9161,-0.9161,-0.6478,0.0,EucFACER3_P-DSH-F-Rlow-Leg30-JV35.csv,EucFACER3_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg30-JV35_P-DSH-F-Rlow
R3,P-DSH-F-Rlow-Leg30-JV35,P-DSH-F-Rlow,pmax,Pleaf,-1.434653738161692,-1.4089398304678442,-0.0257,-5.8101,-0.0345,-0.0345,-0.0342,0.0,EucFACER3_P-DSH-F-Rlow-Leg30-JV35.csv,EucFACER3_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg30-JV35_P-DSH-F-Rlow
R3,P-DSH-F-Rlow-Leg30-JV35,P-DSH-F-Rlow,pmax,Ps,-0.12052893717037615,-0.11099005336457987,-0.0095,-5.0597,-0.03,-0.03,-0.0286,0.0,EucFACER3_P-DSH-F-Rlow-Leg30-JV35.csv,EucFACER3_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg30-JV35_P-DSH-F-Rlow
R3,P-DSH-F-Rlow-Leg30-JV35,P-DSH-F-Rlow,pmax,Tleaf,18.4211960622414,18.42153118651077,-0.0003,-0.0061,-0.0,-0.0,-0.0,0.9951,EucFACER3_P-DSH-F-Rlow-Leg30-JV35.csv,EucFACER3_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg30-JV35_P-DSH-F-Rlow
R3,P-DSH-F-Rlow-Leg30-JV35,P-DSH-F-Rlow,pmax,Vmax25,96.2868754081102,92.06392244,4.223,154.2717,0.9161,0.9161,0.6478,0.0,EucFACER3_P-DSH-F-Rlow-Leg30-JV35.csv,EucFACER3_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg30-JV35_P-DSH-F-Rlow
R3,P-DSH-F-Rlow-Leg30-JV35,P-DSH-F-Rlow,pmax,WUE,5.5724503572527615,5.826822779703432,-0.2544,-8.8719,-0.0564,-0.0564,-0.0557,0.0,EucFACER3_P-DSH-F-Rlow-Leg30-JV35.csv,EucFACER3_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg30-JV35_P-DSH-F-Rlow
R3,P-DSH-F-Rlow-Leg30-JV35,P-DSH-F-Rlow,pmax,gs,0.09278060099595584,0.09299987534005814,-0.0002,-0.4957,-0.0029,-0.0029,-0.003,0.6201,EucFACER3_P-DSH-F-Rlow-Leg30-JV35.csv,EucFACER3_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg30-JV35_P-DSH-F-Rlow
R3,P-DSH-F-Rlow-Leg30-JV35,P-DSH-F-Rlow,pmax,ksc,1.3484355008989857,1.3666344406768458,-0.0182,-167.2257,-0.993,-0.993,-0.8396,0.0,EucFACER3_P-DSH-F-Rlow-Leg30-JV35.csv,EucFACER3_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg30-JV35_P-DSH-F-Rlow
R3,P-DSH-F-Rlow-Leg30-JV35,P-DSH-F-Rlow,pmax,sw,0.1804010799803951,0.1807391471118224,-0.0003,-1.1319,-0.0067,-0.0067,-0.0067,0.2577,EucFACER3_P-DSH-F-Rlow-Leg30-JV35.csv,EucFACER3_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg30-JV35_P-DSH-F-Rlow
R3,P-DSH-F-Rlow-Leg60-JV14,P-DSH-F-Rlow,pmax,An,5.22846787997967,5.491779871851468,-0.2633,-13.1851,-0.0783,-0.0783,-0.0781,0.0,EucFACER3_P-DSH-F-Rlow-Leg60-JV14.csv,EucFACER3_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg60-JV14_P-DSH-F-Rlow
R3,P-DSH-F-Rlow-Leg60-JV14,P-DSH-F-Rlow,pmax,Ci,19.649059427252627,19.33579907875872,0.3133,4.6043,0.0273,0.0273,0.0274,0.0,EucFACER3_P-DSH-F-Rlow-Leg60-JV14.csv,EucFACER3_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg60-JV14_P-DSH-F-Rlow
R3,P-DSH-F-Rlow-Leg60-JV14,P-DSH-F-Rlow,pmax,E,1.1274508976227546,1.123703389026666,0.0037,0.8928,0.0053,0.0053,0.0052,0.3720000000000001,EucFACER3_P-DSH-F-Rlow-Leg60-JV14.csv,EucFACER3_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg60-JV14_P-DSH-F-Rlow
R3,P-DSH-F-Rlow-Leg60-JV14,P-DSH-F-Rlow,pmax,Es,0.1373129994425259,0.1375846636155564,-0.0003,-0.1689,-0.001,-0.001,-0.001,0.8659,EucFACER3_P-DSH-F-Rlow-Leg60-JV14.csv,EucFACER3_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg60-JV14_P-DSH-F-Rlow
R3,P-DSH-F-Rlow-Leg60-JV14,P-DSH-F-Rlow,pmax,Jmax25,129.13223718454262,138.88161517423632,-9.7494,-151.6749,-0.9007,-0.9007,-0.6369,0.0,EucFACER3_P-DSH-F-Rlow-Leg60-JV14.csv,EucFACER3_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg60-JV14_P-DSH-F-Rlow
R3,P-DSH-F-Rlow-Leg60-JV14,P-DSH-F-Rlow,pmax,Pleaf,-1.4321006494296376,-1.4089398304678442,-0.0232,-5.2482,-0.0312,-0.0312,-0.031,0.0,EucFACER3_P-DSH-F-Rlow-Leg60-JV14.csv,EucFACER3_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg60-JV14_P-DSH-F-Rlow
R3,P-DSH-F-Rlow-Leg60-JV14,P-DSH-F-Rlow,pmax,Ps,-0.1187267886597497,-0.11099005336457987,-0.0077,-4.1666,-0.0247,-0.0247,-0.0238,0.0,EucFACER3_P-DSH-F-Rlow-Leg60-JV14.csv,EucFACER3_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg60-JV14_P-DSH-F-Rlow
R3,P-DSH-F-Rlow-Leg60-JV14,P-DSH-F-Rlow,pmax,Tleaf,18.420919098172114,18.42153118651077,-0.0006,-0.0112,-0.0001,-0.0001,-0.0001,0.9911,EucFACER3_P-DSH-F-Rlow-Leg60-JV14.csv,EucFACER3_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg60-JV14_P-DSH-F-Rlow
R3,P-DSH-F-Rlow-Leg60-JV14,P-DSH-F-Rlow,pmax,Vmax25,96.37041192660095,92.06392244,4.3065,151.6749,0.9007,0.9007,0.6369,0.0,EucFACER3_P-DSH-F-Rlow-Leg60-JV14.csv,EucFACER3_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg60-JV14_P-DSH-F-Rlow
R3,P-DSH-F-Rlow-Leg60-JV14,P-DSH-F-Rlow,pmax,WUE,5.572937299952227,5.826822779703432,-0.2539,-8.8448,-0.0563,-0.0563,-0.0555,0.0,EucFACER3_P-DSH-F-Rlow-Leg60-JV14.csv,EucFACER3_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg60-JV14_P-DSH-F-Rlow
R3,P-DSH-F-Rlow-Leg60-JV14,P-DSH-F-Rlow,pmax,gs,0.09263043663209918,0.09299987534005814,-0.0004,-0.835,-0.005,-0.005,-0.005,0.4037,EucFACER3_P-DSH-F-Rlow-Leg60-JV14.csv,EucFACER3_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg60-JV14_P-DSH-F-Rlow
R3,P-DSH-F-Rlow-Leg60-JV14,P-DSH-F-Rlow,pmax,ksc,1.346591706631791,1.3666344406768458,-0.02,-199.2597,-1.1833,-1.1832,-1.0393,0.0,EucFACER3_P-DSH-F-Rlow-Leg60-JV14.csv,EucFACER3_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg60-JV14_P-DSH-F-Rlow
R3,P-DSH-F-Rlow-Leg60-JV14,P-DSH-F-Rlow,pmax,sw,0.1804859043899044,0.1807391471118224,-0.0003,-0.8486,-0.005,-0.005,-0.005,0.3961,EucFACER3_P-DSH-F-Rlow-Leg60-JV14.csv,EucFACER3_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg60-JV14_P-DSH-F-Rlow
R3,P-DSH-F-Rlow-Leg60-JV21,P-DSH-F-Rlow,pmax,An,5.228401256818187,5.491779871851468,-0.2634,-13.2041,-0.0784,-0.0784,-0.0783,0.0,EucFACER3_P-DSH-F-Rlow-Leg60-JV21.csv,EucFACER3_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg60-JV21_P-DSH-F-Rlow
R3,P-DSH-F-Rlow-Leg60-JV21,P-DSH-F-Rlow,pmax,Ci,19.647514115579206,19.33579907875872,0.3117,4.5796,0.0272,0.0272,0.0272,0.0,EucFACER3_P-DSH-F-Rlow-Leg60-JV21.csv,EucFACER3_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg60-JV21_P-DSH-F-Rlow
R3,P-DSH-F-Rlow-Leg60-JV21,P-DSH-F-Rlow,pmax,E,1.127701041634771,1.1237033890266659,0.004,0.9525,0.0057,0.0057,0.0056,0.3408,EucFACER3_P-DSH-F-Rlow-Leg60-JV21.csv,EucFACER3_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg60-JV21_P-DSH-F-Rlow
R3,P-DSH-F-Rlow-Leg60-JV21,P-DSH-F-Rlow,pmax,Es,0.13734570306111862,0.1375846636155564,-0.0002,-0.1485,-0.0009,-0.0009,-0.0009,0.8819,EucFACER3_P-DSH-F-Rlow-Leg60-JV21.csv,EucFACER3_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg60-JV21_P-DSH-F-Rlow
R3,P-DSH-F-Rlow-Leg60-JV21,P-DSH-F-Rlow,pmax,Jmax25,129.19831541471717,138.88161517423632,-9.6833,-152.592,-0.9061,-0.9061,-0.6407,0.0,EucFACER3_P-DSH-F-Rlow-Leg60-JV21.csv,EucFACER3_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg60-JV21_P-DSH-F-Rlow
R3,P-DSH-F-Rlow-Leg60-JV21,P-DSH-F-Rlow,pmax,Pleaf,-1.4337112517360973,-1.4089398304678442,-0.0248,-5.6062,-0.0333,-0.0333,-0.033,0.0,EucFACER3_P-DSH-F-Rlow-Leg60-JV21.csv,EucFACER3_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg60-JV21_P-DSH-F-Rlow
R3,P-DSH-F-Rlow-Leg60-JV21,P-DSH-F-Rlow,pmax,Ps,-0.11964795836765747,-0.11099005336457987,-0.0087,-4.6282,-0.0275,-0.0275,-0.0263,0.0,EucFACER3_P-DSH-F-Rlow-Leg60-JV21.csv,EucFACER3_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg60-JV21_P-DSH-F-Rlow
R3,P-DSH-F-Rlow-Leg60-JV21,P-DSH-F-Rlow,pmax,Tleaf,18.420917386454946,18.42153118651077,-0.0006,-0.0112,-0.0001,-0.0001,-0.0001,0.9911,EucFACER3_P-DSH-F-Rlow-Leg60-JV21.csv,EucFACER3_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg60-JV21_P-DSH-F-Rlow
R3,P-DSH-F-Rlow-Leg60-JV21,P-DSH-F-Rlow,pmax,Vmax25,96.3412238898177,92.06392244,4.2773,152.592,0.9061,0.9061,0.6407,0.0,EucFACER3_P-DSH-F-Rlow-Leg60-JV21.csv,EucFACER3_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg60-JV21_P-DSH-F-Rlow
R3,P-DSH-F-Rlow-Leg60-JV21,P-DSH-F-Rlow,pmax,WUE,5.568753206344726,5.826822779703432,-0.2581,-9.0394,-0.0575,-0.0575,-0.057,0.0,EucFACER3_P-DSH-F-Rlow-Leg60-JV21.csv,EucFACER3_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg60-JV21_P-DSH-F-Rlow
R3,P-DSH-F-Rlow-Leg60-JV21,P-DSH-F-Rlow,pmax,gs,0.0926521512968056,0.09299987534005814,-0.0003,-0.7862,-0.0047,-0.0047,-0.0047,0.4317,EucFACER3_P-DSH-F-Rlow-Leg60-JV21.csv,EucFACER3_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg60-JV21_P-DSH-F-Rlow
R3,P-DSH-F-Rlow-Leg60-JV21,P-DSH-F-Rlow,pmax,ksc,1.3462949524489003,1.3666344406768458,-0.0203,-194.3144,-1.1539,-1.1539,-0.9931,0.0,EucFACER3_P-DSH-F-Rlow-Leg60-JV21.csv,EucFACER3_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg60-JV21_P-DSH-F-Rlow
R3,P-DSH-F-Rlow-Leg60-JV21,P-DSH-F-Rlow,pmax,sw,0.18042610624918728,0.1807391471118224,-0.0003,-1.0486,-0.0062,-0.0062,-0.0062,0.2944,EucFACER3_P-DSH-F-Rlow-Leg60-JV21.csv,EucFACER3_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg60-JV21_P-DSH-F-Rlow
R3,P-DSH-F-Rlow-Leg60-JV28,P-DSH-F-Rlow,pmax,An,5.2292378125795125,5.491779871851468,-0.2625,-13.179,-0.0783,-0.0783,-0.0783,0.0,EucFACER3_P-DSH-F-Rlow-Leg60-JV28.csv,EucFACER3_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg60-JV28_P-DSH-F-Rlow
R3,P-DSH-F-Rlow-Leg60-JV28,P-DSH-F-Rlow,pmax,Ci,19.640853606267623,19.33579907875872,0.3051,4.4807,0.0266,0.0266,0.0266,0.0,EucFACER3_P-DSH-F-Rlow-Leg60-JV28.csv,EucFACER3_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg60-JV28_P-DSH-F-Rlow
R3,P-DSH-F-Rlow-Leg60-JV28,P-DSH-F-Rlow,pmax,E,1.1276345350786114,1.123703389026666,0.0039,0.9373,0.0056,0.0056,0.0055,0.3486,EucFACER3_P-DSH-F-Rlow-Leg60-JV28.csv,EucFACER3_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg60-JV28_P-DSH-F-Rlow
R3,P-DSH-F-Rlow-Leg60-JV28,P-DSH-F-Rlow,pmax,Es,0.13741900558040315,0.1375846636155564,-0.0002,-0.103,-0.0006,-0.0006,-0.0006,0.918,EucFACER3_P-DSH-F-Rlow-Leg60-JV28.csv,EucFACER3_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg60-JV28_P-DSH-F-Rlow
R3,P-DSH-F-Rlow-Leg60-JV28,P-DSH-F-Rlow,pmax,Jmax25,129.35331457661653,138.88161517423632,-9.5283,-152.0516,-0.9029,-0.9029,-0.6385,0.0,EucFACER3_P-DSH-F-Rlow-Leg60-JV28.csv,EucFACER3_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg60-JV28_P-DSH-F-Rlow
R3,P-DSH-F-Rlow-Leg60-JV28,P-DSH-F-Rlow,pmax,Pleaf,-1.4344018647199916,-1.4089398304678442,-0.0255,-5.759,-0.0342,-0.0342,-0.0339,0.0,EucFACER3_P-DSH-F-Rlow-Leg60-JV28.csv,EucFACER3_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg60-JV28_P-DSH-F-Rlow
R3,P-DSH-F-Rlow-Leg60-JV28,P-DSH-F-Rlow,pmax,Ps,-0.12005694241530712,-0.11099005336457987,-0.0091,-4.828,-0.0287,-0.0287,-0.0273,0.0,EucFACER3_P-DSH-F-Rlow-Leg60-JV28.csv,EucFACER3_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg60-JV28_P-DSH-F-Rlow
R3,P-DSH-F-Rlow-Leg60-JV28,P-DSH-F-Rlow,pmax,Tleaf,18.420246597507234,18.42153118651077,-0.0013,-0.0234,-0.0001,-0.0001,-0.0001,0.9813,EucFACER3_P-DSH-F-Rlow-Leg60-JV28.csv,EucFACER3_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg60-JV28_P-DSH-F-Rlow
R3,P-DSH-F-Rlow-Leg60-JV28,P-DSH-F-Rlow,pmax,Vmax25,96.27275775159512,92.06392244,4.2088,152.0516,0.9029,0.9029,0.6385,0.0,EucFACER3_P-DSH-F-Rlow-Leg60-JV28.csv,EucFACER3_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg60-JV28_P-DSH-F-Rlow
R3,P-DSH-F-Rlow-Leg60-JV28,P-DSH-F-Rlow,pmax,WUE,5.573733264456369,5.826822779703432,-0.2531,-8.8533,-0.0563,-0.0563,-0.0557,0.0,EucFACER3_P-DSH-F-Rlow-Leg60-JV28.csv,EucFACER3_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg60-JV28_P-DSH-F-Rlow
R3,P-DSH-F-Rlow-Leg60-JV28,P-DSH-F-Rlow,pmax,gs,0.09271708987868756,0.09299987534005814,-0.0003,-0.6385,-0.0038,-0.0038,-0.0038,0.5232,EucFACER3_P-DSH-F-Rlow-Leg60-JV28.csv,EucFACER3_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg60-JV28_P-DSH-F-Rlow
R3,P-DSH-F-Rlow-Leg60-JV28,P-DSH-F-Rlow,pmax,ksc,1.346333833433211,1.3666344406768458,-0.0203,-188.6425,-1.1202,-1.1202,-0.9518,0.0,EucFACER3_P-DSH-F-Rlow-Leg60-JV28.csv,EucFACER3_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg60-JV28_P-DSH-F-Rlow
R3,P-DSH-F-Rlow-Leg60-JV28,P-DSH-F-Rlow,pmax,sw,0.1804261842203683,0.1807391471118224,-0.0003,-1.0479,-0.0062,-0.0062,-0.0062,0.2947,EucFACER3_P-DSH-F-Rlow-Leg60-JV28.csv,EucFACER3_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg60-JV28_P-DSH-F-Rlow
R3,P-DSH-F-Rlow-Leg60-JV35,P-DSH-F-Rlow,pmax,An,5.223773457725408,5.491779871851468,-0.268,-13.4866,-0.0801,-0.0801,-0.0803,0.0,EucFACER3_P-DSH-F-Rlow-Leg60-JV35.csv,EucFACER3_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg60-JV35_P-DSH-F-Rlow
R3,P-DSH-F-Rlow-Leg60-JV35,P-DSH-F-Rlow,pmax,Ci,19.64643366117736,19.33579907875872,0.3106,4.5598,0.0271,0.0271,0.0271,0.0,EucFACER3_P-DSH-F-Rlow-Leg60-JV35.csv,EucFACER3_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg60-JV35_P-DSH-F-Rlow
R3,P-DSH-F-Rlow-Leg60-JV35,P-DSH-F-Rlow,pmax,E,1.1277926743067543,1.1237033890266659,0.0041,0.9754,0.0058,0.0058,0.0057,0.3294,EucFACER3_P-DSH-F-Rlow-Leg60-JV35.csv,EucFACER3_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg60-JV35_P-DSH-F-Rlow
R3,P-DSH-F-Rlow-Leg60-JV35,P-DSH-F-Rlow,pmax,Es,0.1375854257413729,0.1375846636155564,0.0,0.0005,0.0,0.0,0.0,0.9996,EucFACER3_P-DSH-F-Rlow-Leg60-JV35.csv,EucFACER3_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg60-JV35_P-DSH-F-Rlow
R3,P-DSH-F-Rlow-Leg60-JV35,P-DSH-F-Rlow,pmax,Jmax25,129.30181530948371,138.88161517423632,-9.5798,-154.5271,-0.9176,-0.9176,-0.6489,0.0,EucFACER3_P-DSH-F-Rlow-Leg60-JV35.csv,EucFACER3_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg60-JV35_P-DSH-F-Rlow
